Origen,Destino,Distancia carretera (km),Distancia 3D (km),Diferencia (km),Tiempo estimado (min)
Oxchuc,Reforma,319.382,320.935,1.553,283.7
Oxchuc,Rincón Chamula San Pedro,193.265,195.16,1.895,187.3
Oxchuc,Sabanilla,151.258,152.694,1.436,179.1
Oxchuc,Salto de Agua,150.595,151.913,1.318,156.0
Oxchuc,San Andrés Duraznal,125.917,128.377,2.46,196.0
Oxchuc,San Cristóbal de las Casas,57.843,58.202,0.36,57.7
Oxchuc,San Fernando,141.086,142.061,0.975,138.1
Oxchuc,San Juan Cancuc,37.349,37.908,0.559,62.1
Oxchuc,San Lucas,90.021,90.728,0.707,109.9
Oxchuc,Santiago el Pinar,95.431,96.415,0.985,121.9
Oxchuc,Siltepec,275.863,277.783,1.92,285.1
Oxchuc,Simojovel,104.51,106.359,1.848,159.2
Oxchuc,Sitalá,57.924,58.89,0.966,90.7
Oxchuc,Socoltenango,140.831,141.373,0.541,155.2
Oxchuc,Solosuchiapa,250.789,253.942,3.153,248.7
Oxchuc,Soyaló,137.21,138.425,1.215,141.6
Oxchuc,Suchiapa,140.663,141.683,1.02,143.8
Oxchuc,Suchiate,403.111,406.564,3.453,379.2
Oxchuc,Sunuapa,310.968,312.814,1.846,280.7
Oxchuc,Tapachula,359.349,362.783,3.434,343.1
Oxchuc,Tapalapa,227.961,230.792,2.832,234.6
Oxchuc,Tapilula,218.951,221.141,2.191,209.5
Oxchuc,Tecpatán,235.575,237.2,1.625,206.2
Oxchuc,Tenejapa,41.261,41.742,0.481,59.7
Oxchuc,Teopisca,62.647,63.015,0.368,69.7
Oxchuc,Tila,140.46,142.076,1.616,161.6
Oxchuc,Tonalá,281.592,282.879,1.287,238.0
Oxchuc,Totolapa,109.598,110.415,0.817,115.7
Oxchuc,Tumbalá,121.624,122.84,1.216,137.2
Oxchuc,Tuxtla Chico,379.424,382.892,3.469,354.8
Oxchuc,Tuxtla Gutiérrez,117.71,118.561,0.85,108.3
Oxchuc,Tuzantán,323.896,327.278,3.382,312.6
Oxchuc,Tzimol,137.168,137.626,0.458,133.2
Oxchuc,Unión Juárez,340.945,347.014,6.069,365.0
Oxchuc,Venustiano Carranza,119.401,120.116,0.715,132.4
Oxchuc,Villa Comaltitlán,350.565,353.977,3.411,337.7
Oxchuc,Villa Corzo,219.932,221.265,1.334,230.1
Oxchuc,Villaflores,190.558,191.612,1.054,185.9
Oxchuc,Yajalón,97.617,98.353,0.735,105.9
Oxchuc,Zinacantán,82.179,82.91,0.731,84.4
Oxchuc,Ángel Albino Corzo,272.441,273.694,1.253,289.6
Palenque,Acacoyagua,587.597,590.515,2.918,505.6
Palenque,Acala,287.273,289.598,2.325,290.5
Palenque,Acapetahua,597.076,599.857,2.781,510.1
Palenque,Aldama,265.459,267.759,2.3,282.6
Palenque,Altamirano,202.161,203.768,1.607,238.0
Palenque,Amatenango de la Frontera,415.623,417.954,2.331,402.8
Palenque,Amatenango del Valle,250.284,252.003,1.719,243.6
Palenque,Amatán,233.305,234.075,0.771,245.2
Palenque,Arriaga,415.831,418.469,2.638,366.6
Palenque,Bejucal de Ocampo,424.043,426.878,2.834,417.9
Palenque,Bella Vista,416.806,419.4,2.593,404.1
Palenque,Benemérito de las Américas,227.336,227.627,0.292,215.3
Palenque,Berriozábal,325.32,327.696,2.377,317.3
Palenque,Bochil,256.454,259.593,3.139,303.2
Palenque,Cacahoatán,517.546,525.802,8.256,533.9
Palenque,Capitán Luis Ángel Vidal,500.159,505.247,5.088,522.3
Palenque,Catazajá,95.876,95.979,0.103,102.9
Palenque,Chalchihuitán,207.378,210.006,2.627,258.8
Palenque,Chamula,247.282,249.233,1.951,250.1
Palenque,Chanal,212.984,214.652,1.668,244.6
Palenque,Chapultenango,265.492,265.925,0.433,258.5
Palenque,Chenalhó,202.869,205.001,2.132,230.9
Palenque,Chiapa de Corzo,298.938,301.169,2.231,289.3
Palenque,Chiapilla,266.529,268.6,2.071,281.9
Palenque,Chicoasén,348.979,351.931,2.952,340.6
Palenque,Chicomuselo,453.042,455.575,2.534,454.1
Palenque,Chilón,137.575,138.604,1.029,142.7
Palenque,Cintalapa de Figueroa,363.609,365.952,2.343,333.3
Palenque,Coapilla,316.223,318.253,2.031,321.0
Palenque,Comitán de Domínguez,296.654,298.455,1.801,287.9
Palenque,Copainalá,332.25,334.56,2.311,345.2
Palenque,El Bosque,243.988,246.975,2.987,297.5
Palenque,El Parral,333.533,335.809,2.276,326.5
Palenque,El Porvenir,448.133,451.846,3.713,450.4
Palenque,Emiliano Zapata,317.488,319.768,2.281,313.6
Palenque,Escuintla,501.787,506.965,5.178,492.8
Palenque,Francisco León,296.664,297.665,1.001,305.6
Palenque,Frontera Comalapa,406.724,408.75,2.026,399.6
Palenque,Frontera Hidalgo,569.43,574.273,4.843,544.7
Palenque,Honduras de la Sierra,462.743,466.498,3.755,479.8
Palenque,Huehuetán,517.553,522.323,4.77,499.3
Palenque,Huitiupán,203.384,206.247,2.864,277.1
Palenque,Huixtla,505.049,509.802,4.753,488.4
Palenque,Huixtán,199.252,200.783,1.531,196.3
Palenque,Ixhuatán,260.058,261.129,1.07,250.5
Palenque,Ixtacomitán,246.035,246.199,0.164,229.7
Palenque,Ixtapa,285.203,287.553,2.35,280.1
Palenque,Ixtapangajoya,231.494,231.839,0.344,239.7
Palenque,Jiquipilas,362.623,364.97,2.347,340.2
Palenque,Jitotol,317.969,319.563,1.594,303.1
Palenque,Juárez,225.896,226.031,0.136,232.2
Palenque,La Concordia,412.292,414.721,2.429,410.6
Palenque,La Grandeza,432.59,435.82,3.231,430.5
Palenque,La Independencia,257.783,259.537,1.754,311.4
Palenque,La Libertad,76.533,76.613,0.08,92.2
Palenque,La Trinitaria,313.357,315.165,1.808,303.6
Palenque,Larráinzar,275.339,277.785,2.446,301.8
Palenque,Las Margaritas,240.243,241.982,1.739,286.1
Palenque,Las Rosas,266.378,268.182,1.804,262.3
Palenque,Mapastepec,558.661,561.414,2.753,473.0
Palenque,Maravilla Tenejapa,348.355,349.56,1.205,321.1
Palenque,Marqués de Comillas,218.13,218.424,0.294,216.1
Palenque,Mazapa de Madero,442.382,445.878,3.496,437.2
Palenque,Mazatán,539.976,544.762,4.786,521.4
Palenque,Metapa,558.321,563.156,4.835,527.5
Palenque,Montecristo de Guerrero,464.354,467.291,2.937,473.2
Palenque,Motozintla,466.271,470.354,4.083,447.6
Palenque,Nicolás Ruíz,277.472,279.548,2.076,273.6
Palenque,Ocosingo,129.813,130.064,0.251,177.4
Palenque,Ocotepec,319.794,321.968,2.174,326.1
Palenque,Ocozocoautla de Espinosa,332.192,334.506,2.314,314.3
Palenque,Ostuacán,311.72,311.957,0.237,278.8
Palenque,Osumacinta,329.803,332.375,2.572,317.0
Palenque,Oxchuc,177.742,179.222,1.48,179.5
Palenque,Pantelhó,192.571,194.648,2.076,228.0
Palenque,Pantepec,282.18,283.413,1.234,269.5
Palenque,Pichucalco,236.12,236.257,0.136,219.7
Palenque,Pijijiapan,520.414,523.137,2.722,442.5
Palenque,Pueblo Nuevo Solistahuacán,299.181,300.616,1.434,281.4
Palenque,Rayón,278.863,280.047,1.183,261.9
Palenque,Reforma,234.296,234.434,0.138,215.7
Palenque,Rincón Chamula San Pedro,292.148,293.572,1.424,276.5
Palenque,Sabanilla,166.478,168.362,1.884,220.3
Palenque,Salto de Agua,73.424,73.783,0.36,93.0
Palenque,San Andrés Duraznal,237.639,240.531,2.893,298.3
Palenque,San Cristóbal de las Casas,231.303,233.024,1.721,226.7
Palenque,San Fernando,314.546,316.883,2.337,307.1
Palenque,San Juan Cancuc,170.016,171.753,1.737,195.5
Palenque,San Lucas,263.481,265.55,2.069,279.0
Palenque,Santiago el Pinar,268.891,271.238,2.347,291.0
Palenque,Siltepec,449.323,452.605,3.282,454.2
Palenque,Simojovel,201.419,203.686,2.268,246.4
Palenque,Sitalá,151.149,152.639,1.491,174.2
Palenque,Socoltenango,314.292,316.195,1.903,324.3
Palenque,Solosuchiapa,246.4,247.038,0.637,242.2
Palenque,Soyaló,310.671,313.248,2.577,310.6
Palenque,Suchiapa,314.123,316.505,2.382,312.8
Palenque,Suchiate,576.572,581.387,4.815,548.3
Palenque,Sunuapa,257.005,257.391,0.386,245.7
Palenque,Tapachula,532.809,537.605,4.796,512.2
Palenque,Tapalapa,296.564,298.433,1.869,295.5
Palenque,Tapilula,264.713,265.79,1.077,249.3
Palenque,Tecpatán,368.014,368.946,0.932,326.2
Palenque,Tenejapa,189.208,191.079,1.872,209.4
Palenque,Teopisca,236.107,237.837,1.73,238.7
Palenque,Tila,140.128,141.946,1.818,186.6
Palenque,Tonalá,455.053,457.702,2.649,407.0
Palenque,Totolapa,283.058,285.237,2.179,284.8
Palenque,Tumbalá,95.625,96.327,0.701,117.5
Palenque,Tuxtla Chico,552.884,557.715,4.831,523.8
Palenque,Tuxtla Gutiérrez,291.171,293.383,2.212,277.4
Palenque,Tuzantán,497.357,502.101,4.744,481.6
Palenque,Tzimol,310.628,312.448,1.82,302.3
Palenque,Unión Juárez,514.406,521.836,7.431,534.0
Palenque,Venustiano Carranza,292.861,294.938,2.077,301.4
Palenque,Villa Comaltitlán,524.026,528.799,4.773,506.7
Palenque,Villa Corzo,393.392,396.088,2.696,399.1
Palenque,Villaflores,364.019,366.434,2.416,354.9
Palenque,Yajalón,123.037,124.291,1.254,158.3
Palenque,Zinacantán,255.639,257.732,2.093,253.5
Palenque,Ángel Albino Corzo,445.901,448.516,2.615,458.6
Pantelhó,Acacoyagua,431.423,434.01,2.588,380.8
Pantelhó,Acala,131.099,133.093,1.994,165.7
Pantelhó,Acapetahua,440.901,443.352,2.45,385.4
Pantelhó,Aldama,76.539,77.985,1.446,111.9
Pantelhó,Altamirano,133.088,134.768,1.68,217.7
Pantelhó,Amatenango de la Frontera,282.186,284.319,2.133,300.0
Pantelhó,Amatenango del Valle,116.847,118.368,1.521,140.7
Pantelhó,Amatán,100.136,101.746,1.61,137.6
Pantelhó,Arriaga,259.656,261.964,2.308,241.8
Pantelhó,Bejucal de Ocampo,290.606,293.243,2.636,315.1
Pantelhó,Bella Vista,283.369,285.765,2.396,301.2
Pantelhó,Benemérito de las Américas,395.51,397.82,2.31,394.6
Pantelhó,Berriozábal,169.145,171.191,2.047,192.5
Pantelhó,Bochil,81.811,83.047,1.236,106.3
Pantelhó,Cacahoatán,384.109,392.167,8.058,431.1
Pantelhó,Capitán Luis Ángel Vidal,343.985,348.742,4.758,397.6
Pantelhó,Catazajá,229.767,231.86,2.092,253.6
Pantelhó,Chalchihuitán,40.463,41.646,1.183,72.3
Pantelhó,Chamula,68.756,70.055,1.299,96.1
Pantelhó,Chanal,93.635,95.054,1.419,178.3
Pantelhó,Chapultenango,171.703,174.098,2.396,215.5
Pantelhó,Chenalhó,24.52,25.29,0.771,45.0
Pantelhó,Chiapa de Corzo,142.763,144.664,1.9,164.5
Pantelhó,Chiapilla,110.354,112.095,1.74,157.1
Pantelhó,Chicoasén,154.331,156.707,2.376,202.7
Pantelhó,Chicomuselo,319.605,321.941,2.336,351.3
Pantelhó,Chilón,54.996,56.044,1.048,85.2
Pantelhó,Cintalapa de Figueroa,207.434,209.447,2.013,208.6
Pantelhó,Coapilla,138.588,140.579,1.991,197.9
Pantelhó,Comitán de Domínguez,163.217,164.82,1.603,185.1
Pantelhó,Copainalá,161.598,163.888,2.289,207.6
Pantelhó,El Bosque,69.345,70.429,1.084,100.6
Pantelhó,El Parral,177.358,179.304,1.946,201.7
Pantelhó,El Porvenir,314.696,318.211,3.516,347.6
Pantelhó,Emiliano Zapata,161.313,163.263,1.95,188.9
Pantelhó,Escuintla,446.077,448.638,2.561,381.3
Pantelhó,Francisco León,202.875,205.839,2.964,262.6
Pantelhó,Frontera Comalapa,273.287,275.115,1.828,296.7
Pantelhó,Frontera Hidalgo,435.993,440.638,4.645,441.8
Pantelhó,Honduras de la Sierra,329.306,332.863,3.557,376.9
Pantelhó,Huehuetán,384.116,388.688,4.572,396.4
Pantelhó,Huitiupán,59.693,60.39,0.697,88.3
Pantelhó,Huixtla,371.612,376.167,4.555,385.6
Pantelhó,Huixtán,86.113,87.728,1.615,128.3
Pantelhó,Ixhuatán,119.552,120.89,1.338,161.8
Pantelhó,Ixtacomitán,152.169,154.295,2.126,186.8
Pantelhó,Ixtapa,117.35,118.883,1.533,140.9
Pantelhó,Ixtapangajoya,158.822,160.709,1.887,213.2
Pantelhó,Jiquipilas,206.448,208.465,2.017,215.4
Pantelhó,Jitotol,86.257,87.552,1.295,114.5
Pantelhó,Juárez,198.614,200.871,2.257,242.9
Pantelhó,La Concordia,256.117,258.216,2.099,285.8
Pantelhó,La Grandeza,299.153,302.186,3.033,327.7
Pantelhó,La Independencia,191.32,192.964,1.644,217.7
Pantelhó,La Libertad,215.663,217.748,2.085,250.4
Pantelhó,La Trinitaria,179.92,181.53,1.61,200.8
Pantelhó,Larráinzar,86.419,88.011,1.592,131.1
Pantelhó,Las Margaritas,181.768,183.41,1.642,206.0
Pantelhó,Las Rosas,132.941,134.547,1.606,159.5
Pantelhó,Mapastepec,402.487,404.909,2.423,348.3
Pantelhó,Maravilla Tenejapa,307.266,310.362,3.096,327.8
Pantelhó,Marqués de Comillas,386.304,388.617,2.312,395.4
Pantelhó,Mazapa de Madero,308.945,312.243,3.299,334.3
Pantelhó,Mazatán,406.539,411.127,4.588,418.5
Pantelhó,Metapa,424.884,429.521,4.637,424.6
Pantelhó,Montecristo de Guerrero,308.179,310.786,2.607,348.4
Pantelhó,Motozintla,332.834,336.719,3.885,344.8
Pantelhó,Nicolás Ruíz,144.035,145.913,1.878,170.8
Pantelhó,Ocosingo,297.988,300.256,2.269,356.8
Pantelhó,Ocotepec,142.159,144.294,2.135,203.0
Pantelhó,Ocozocoautla de Espinosa,176.017,178.001,1.984,189.5
Pantelhó,Ostuacán,223.188,225.782,2.594,269.0
Pantelhó,Osumacinta,140.71,142.816,2.106,183.4
Pantelhó,Oxchuc,69.191,70.498,1.307,122.6
Pantelhó,Palenque,192.55,194.627,2.078,227.9
Pantelhó,Pantepec,104.545,105.739,1.195,146.4
Pantelhó,Pichucalco,163.355,165.491,2.136,196.5
Pantelhó,Pijijiapan,364.24,366.632,2.392,317.7
Pantelhó,Pueblo Nuevo Solistahuacán,75.754,76.584,0.83,115.8
Pantelhó,Rayón,95.422,96.503,1.081,133.3
Pantelhó,Reforma,216.978,218.665,1.686,261.0
Pantelhó,Rincón Chamula San Pedro,84.233,85.126,0.892,125.1
Pantelhó,Sabanilla,90.987,92.41,1.423,136.0
Pantelhó,Salto de Agua,165.424,167.338,1.914,204.4
Pantelhó,San Andrés Duraznal,62.996,63.985,0.99,101.3
Pantelhó,San Cristóbal de las Casas,74.191,75.581,1.391,100.3
Pantelhó,San Fernando,158.372,160.378,2.007,182.4
Pantelhó,San Juan Cancuc,45.746,46.876,1.13,96.2
Pantelhó,San Lucas,107.306,109.045,1.739,154.2
Pantelhó,Santiago el Pinar,79.971,81.464,1.492,120.4
Pantelhó,Siltepec,315.886,318.97,3.084,351.3
Pantelhó,Simojovel,26.776,27.14,0.365,49.4
Pantelhó,Sitalá,51.571,52.612,1.042,95.6
Pantelhó,Socoltenango,180.855,182.56,1.705,221.4
Pantelhó,Solosuchiapa,141.757,143.908,2.15,186.5
Pantelhó,Soyaló,115.589,117.145,1.556,145.4
Pantelhó,Suchiapa,157.948,160.0,2.052,188.1
Pantelhó,Suchiate,443.135,447.752,4.617,445.4
Pantelhó,Sunuapa,184.24,186.626,2.386,222.5
Pantelhó,Tapachula,399.372,403.97,4.598,409.3
Pantelhó,Tapalapa,118.929,120.759,1.829,172.4
Pantelhó,Tapilula,109.919,111.107,1.188,147.3
Pantelhó,Tecpatán,195.868,198.574,2.706,247.3
Pantelhó,Tenejapa,53.886,55.165,1.279,89.3
Pantelhó,Teopisca,102.671,104.202,1.532,135.9
Pantelhó,Tila,111.971,114.008,2.037,162.7
Pantelhó,Tonalá,298.878,301.197,2.318,282.2
Pantelhó,Totolapa,118.29,120.055,1.765,168.2
Pantelhó,Tumbalá,93.135,94.772,1.637,138.3
Pantelhó,Tuxtla Chico,419.447,424.08,4.633,421.0
Pantelhó,Tuxtla Gutiérrez,134.996,136.878,1.882,152.6
Pantelhó,Tuzantán,363.92,368.466,4.546,378.8
Pantelhó,Tzimol,177.191,178.813,1.622,199.4
Pantelhó,Unión Juárez,380.969,388.201,7.233,431.2
Pantelhó,Venustiano Carranza,159.424,161.303,1.879,198.6
Pantelhó,Villa Comaltitlán,450.611,453.072,2.461,382.8
Pantelhó,Villa Corzo,237.218,239.583,2.365,274.3
Pantelhó,Villaflores,207.844,209.929,2.085,230.2
Pantelhó,Yajalón,69.128,70.284,1.156,107.0
Pantelhó,Zinacantán,97.135,98.896,1.761,126.1
Pantelhó,Ángel Albino Corzo,289.727,292.011,2.284,333.9
Pantepec,Acacoyagua,400.037,402.434,2.397,367.2
Pantepec,Acala,168.99,170.652,1.662,169.3
Pantepec,Acapetahua,409.516,411.776,2.26,371.8
Pantepec,Aldama,108.83,110.424,1.595,139.4
Pantepec,Altamirano,277.486,280.052,2.566,303.7
Pantepec,Amatenango de la Frontera,363.565,366.147,2.582,350.8
Pantepec,Amatenango del Valle,198.226,200.196,1.97,191.5
Pantepec,Amatán,69.418,70.971,1.552,121.7
Pantepec,Arriaga,228.27,230.388,2.118,228.2
Pantepec,Bejucal de Ocampo,371.986,375.071,3.085,365.9
Pantepec,Bella Vista,364.748,367.593,2.844,352.1
Pantepec,Benemérito de las Américas,479.388,480.857,1.469,432.1
Pantepec,Berriozábal,137.759,139.615,1.856,179.0
Pantepec,Bochil,69.192,70.133,0.941,69.1
Pantepec,Cacahoatán,500.531,503.269,2.738,442.7
Pantepec,Capitán Luis Ángel Vidal,360.228,364.65,4.422,390.6
Pantepec,Catazajá,215.336,216.487,1.152,208.9
Pantepec,Chalchihuitán,103.57,105.3,1.73,145.8
Pantepec,Chamula,111.941,113.669,1.728,146.1
Pantepec,Chanal,214.121,216.237,2.116,233.2
Pantepec,Chapultenango,79.831,81.197,1.366,90.0
Pantepec,Chenalhó,110.619,112.56,1.941,159.9
Pantepec,Chiapa de Corzo,159.007,160.571,1.565,157.6
Pantepec,Chiapilla,179.034,180.74,1.706,182.7
Pantepec,Chicoasén,68.668,69.998,1.33,100.5
Pantepec,Chicomuselo,350.283,352.637,2.354,393.9
Pantepec,Chilón,139.687,141.773,2.086,200.7
Pantepec,Cintalapa de Figueroa,176.048,177.871,1.823,195.0
Pantepec,Coapilla,34.529,35.338,0.809,52.8
Pantepec,Comitán de Domínguez,244.596,246.648,2.052,235.9
Pantepec,Copainalá,50.556,51.645,1.089,77.0
Pantepec,El Bosque,69.856,70.866,1.01,77.8
Pantepec,El Parral,193.602,195.211,1.61,194.8
Pantepec,El Porvenir,396.075,400.039,3.964,398.4
Pantepec,Emiliano Zapata,177.556,179.171,1.614,181.9
Pantepec,Escuintla,414.691,417.062,2.37,367.7
Pantepec,Francisco León,111.004,112.938,1.934,137.1
Pantepec,Frontera Comalapa,354.666,356.943,2.277,347.6
Pantepec,Frontera Hidalgo,500.811,503.206,2.395,437.4
Pantepec,Honduras de la Sierra,357.019,360.621,3.602,381.2
Pantepec,Huehuetán,448.933,451.255,2.322,392.0
Pantepec,Huitiupán,80.511,81.698,1.187,106.2
Pantepec,Huixtla,431.685,433.979,2.294,376.8
Pantepec,Huixtán,187.487,189.51,2.024,181.8
Pantepec,Ixhuatán,27.68,27.989,0.308,36.2
Pantepec,Ixtacomitán,60.298,61.394,1.096,61.3
Pantepec,Ixtapa,104.731,105.969,1.238,103.8
Pantepec,Ixtapangajoya,88.787,90.146,1.359,114.3
Pantepec,Jiquipilas,175.063,176.889,1.827,201.8
Pantepec,Jitotol,48.228,48.753,0.525,54.3
Pantepec,Juárez,106.743,107.97,1.227,117.3
Pantepec,La Concordia,272.36,274.124,1.763,278.8
Pantepec,La Grandeza,380.532,384.014,3.482,378.5
Pantepec,La Independencia,272.699,274.792,2.093,268.5
Pantepec,La Libertad,249.645,250.819,1.175,232.3
Pantepec,La Trinitaria,261.299,263.358,2.059,251.6
Pantepec,Larráinzar,78.7,79.899,1.199,91.9
Pantepec,Las Margaritas,263.147,265.238,2.091,256.8
Pantepec,Las Rosas,214.321,216.375,2.055,210.3
Pantepec,Mapastepec,371.101,373.334,2.233,334.7
Pantepec,Maravilla Tenejapa,388.645,392.19,3.544,378.7
Pantepec,Marqués de Comillas,470.182,471.654,1.472,432.9
Pantepec,Mazapa de Madero,390.324,394.071,3.747,385.2
Pantepec,Mazatán,471.357,473.695,2.337,414.1
Pantepec,Metapa,489.702,492.088,2.387,420.2
Pantepec,Montecristo de Guerrero,324.423,326.694,2.271,341.4
Pantepec,Motozintla,414.213,418.547,4.334,395.6
Pantepec,Nicolás Ruíz,208.539,210.325,1.785,213.4
Pantepec,Ocosingo,381.865,383.294,1.428,394.2
Pantepec,Ocotepec,38.1,39.053,0.953,57.9
Pantepec,Ocozocoautla de Espinosa,144.632,146.425,1.794,175.9
Pantepec,Ostuacán,131.316,132.881,1.565,143.5
Pantepec,Osumacinta,80.392,81.791,1.399,110.6
Pantepec,Oxchuc,213.589,215.783,2.193,208.6
Pantepec,Palenque,276.427,277.665,1.237,265.4
Pantepec,Pantelhó,102.619,103.831,1.212,146.5
Pantepec,Pichucalco,71.484,72.59,1.107,70.9
Pantepec,Pijijiapan,332.854,335.056,2.202,304.1
Pantepec,Pueblo Nuevo Solistahuacán,29.44,29.805,0.365,32.6
Pantepec,Rayón,9.122,9.236,0.114,13.1
Pantepec,Reforma,126.699,127.935,1.236,141.0
Pantepec,Rincón Chamula San Pedro,22.407,22.762,0.355,27.7
Pantepec,Sabanilla,111.805,113.718,1.913,153.9
Pantepec,Salto de Agua,204.212,205.471,1.259,204.1
Pantepec,San Andrés Duraznal,45.373,45.977,0.603,61.6
Pantepec,San Cristóbal de las Casas,158.598,160.438,1.84,155.9
Pantepec,San Fernando,103.893,105.621,1.729,143.3
Pantepec,San Juan Cancuc,150.974,153.636,2.662,228.5
Pantepec,San Lucas,175.749,177.82,2.071,193.7
Pantepec,Santiago el Pinar,109.357,110.946,1.59,140.6
Pantepec,Siltepec,374.572,379.689,5.117,392.9
Pantepec,Simojovel,91.167,92.255,1.087,134.2
Pantepec,Sitalá,136.261,138.342,2.08,211.0
Pantepec,Socoltenango,262.234,264.388,2.154,272.3
Pantepec,Solosuchiapa,49.886,51.007,1.121,61.0
Pantepec,Soyaló,102.969,104.231,1.262,108.3
Pantepec,Suchiapa,174.192,175.908,1.716,181.1
Pantepec,Suchiate,507.953,510.319,2.366,441.0
Pantepec,Sunuapa,92.369,93.725,1.356,97.0
Pantepec,Tapachula,464.19,466.537,2.347,404.9
Pantepec,Tapalapa,14.871,15.518,0.647,27.3
Pantepec,Tapilula,18.048,18.206,0.158,21.8
Pantepec,Tecpatán,86.181,87.701,1.52,119.0
Pantepec,Tenejapa,163.099,165.168,2.069,198.3
Pantepec,Teopisca,184.05,186.03,1.98,186.7
Pantepec,Tila,235.125,237.019,1.894,236.5
Pantepec,Tonalá,267.493,269.621,2.128,268.7
Pantepec,Totolapa,186.97,188.701,1.731,193.8
Pantepec,Tumbalá,241.629,243.468,1.838,230.3
Pantepec,Tuxtla Chico,484.265,486.647,2.382,416.6
Pantepec,Tuxtla Gutiérrez,151.24,152.786,1.546,145.6
Pantepec,Tuzantán,434.044,436.349,2.305,378.4
Pantepec,Tzimol,258.57,260.641,2.071,250.2
Pantepec,Unión Juárez,513.336,516.039,2.703,452.0
Pantepec,Venustiano Carranza,216.0,217.672,1.672,216.2
Pantepec,Villa Comaltitlán,419.225,421.496,2.271,369.2
Pantepec,Villa Corzo,253.461,255.49,2.029,267.4
Pantepec,Villaflores,224.087,225.837,1.749,223.2
Pantepec,Yajalón,154.475,156.97,2.495,214.4
Pantepec,Zinacantán,147.359,149.269,1.91,146.9
Pantepec,Ángel Albino Corzo,305.97,307.919,1.948,326.9
Pichucalco,Acacoyagua,462.846,464.68,1.835,393.7
Pichucalco,Acala,228.143,230.746,2.603,220.6
Pichucalco,Acapetahua,472.325,474.022,1.697,398.2
Pichucalco,Aldama,167.983,170.519,2.536,190.7
Pichucalco,Altamirano,272.088,274.712,2.624,353.4
Pichucalco,Amatenango de la Frontera,422.719,426.242,3.523,402.1
Pichucalco,Amatenango del Valle,257.379,260.29,2.911,242.8
Pichucalco,Amatán,83.984,84.687,0.704,100.0
Pichucalco,Arriaga,291.079,292.634,1.555,254.7
Pichucalco,Bejucal de Ocampo,431.139,435.165,4.027,417.2
Pichucalco,Bella Vista,423.902,427.688,3.786,403.3
Pichucalco,Benemérito de las Américas,433.406,433.779,0.372,383.7
Pichucalco,Berriozábal,199.823,201.121,1.298,205.4
Pichucalco,Bochil,128.345,130.228,1.883,120.4
Pichucalco,Cacahoatán,563.34,565.515,2.175,469.2
Pichucalco,Capitán Luis Ángel Vidal,419.381,424.745,5.363,441.9
Pichucalco,Catazajá,169.354,169.409,0.055,160.5
Pichucalco,Chalchihuitán,162.723,165.395,2.672,197.1
Pichucalco,Chamula,171.094,173.763,2.669,197.4
Pichucalco,Chanal,273.274,276.332,3.057,284.5
Pichucalco,Chapultenango,32.037,32.34,0.303,42.7
Pichucalco,Chenalhó,169.772,172.655,2.883,211.2
Pichucalco,Chiapa de Corzo,218.16,220.666,2.506,208.9
Pichucalco,Chiapilla,238.187,240.835,2.648,233.9
Pichucalco,Chicoasén,139.774,142.198,2.424,171.2
Pichucalco,Chicomuselo,409.436,412.731,3.295,445.2
Pichucalco,Chilón,164.994,166.869,1.874,211.5
Pichucalco,Cintalapa de Figueroa,238.857,240.117,1.26,221.4
Pichucalco,Coapilla,105.635,107.537,1.903,123.5
Pichucalco,Comitán de Domínguez,303.75,306.743,2.993,287.2
Pichucalco,Copainalá,121.662,123.845,2.183,147.7
Pichucalco,El Bosque,129.009,130.961,1.952,129.1
Pichucalco,El Parral,252.755,255.306,2.551,246.1
Pichucalco,El Porvenir,455.228,460.134,4.906,449.7
Pichucalco,Emiliano Zapata,236.71,239.265,2.556,233.2
Pichucalco,Escuintla,477.5,479.308,1.808,394.1
Pichucalco,Francisco León,63.21,64.081,0.871,89.7
Pichucalco,Frontera Comalapa,413.819,417.038,3.218,398.9
Pichucalco,Frontera Hidalgo,563.62,565.452,1.832,463.9
Pichucalco,Honduras de la Sierra,416.173,420.716,4.543,432.5
Pichucalco,Huehuetán,511.742,513.501,1.759,418.5
Pichucalco,Huitiupán,132.881,134.319,1.438,148.8
Pichucalco,Huixtla,494.493,496.225,1.732,403.3
Pichucalco,Huixtán,246.64,249.605,2.965,233.1
Pichucalco,Ixhuatán,49.471,50.413,0.942,53.0
Pichucalco,Ixtacomitán,12.581,12.615,0.034,13.9
Pichucalco,Ixtapa,163.884,166.064,2.18,155.1
Pichucalco,Ixtapangajoya,42.806,43.068,0.262,65.9
Pichucalco,Jiquipilas,237.871,239.135,1.264,228.3
Pichucalco,Jitotol,107.381,108.847,1.466,105.5
Pichucalco,Juárez,35.45,35.572,0.122,47.2
Pichucalco,La Concordia,331.514,334.218,2.705,330.1
Pichucalco,La Grandeza,439.685,444.108,4.423,429.8
Pichucalco,La Independencia,331.852,334.887,3.035,319.8
Pichucalco,La Libertad,203.663,203.741,0.078,183.9
Pichucalco,La Trinitaria,320.452,323.452,3.0,302.9
Pichucalco,Larráinzar,137.853,139.994,2.141,143.2
Pichucalco,Las Margaritas,322.3,325.333,3.033,308.1
Pichucalco,Las Rosas,273.474,276.47,2.996,261.6
Pichucalco,Mapastepec,433.91,435.58,1.67,361.1
Pichucalco,Maravilla Tenejapa,447.799,452.284,4.486,430.0
