Origen,Destino,Distancia carretera (km),Distancia 3D (km),Diferencia (km),Tiempo estimado (min)
Francisco León,Ixhuatán,88.656,90.426,1.77,117.9
Francisco León,Ixtacomitán,51.332,52.189,0.857,78.1
Francisco León,Ixtapa,136.764,138.632,1.868,181.2
Francisco León,Ixtapangajoya,103.006,104.132,1.126,150.0
Francisco León,Jiquipilas,184.87,186.302,1.432,188.5
Francisco León,Jitotol,146.566,148.86,2.294,170.4
Francisco León,Juárez,88.741,89.622,0.881,130.6
Francisco León,La Concordia,268.971,270.742,1.772,304.5
Francisco León,La Grandeza,412.798,416.449,3.652,430.0
Francisco León,La Independencia,304.964,307.227,2.263,320.0
Francisco León,La Libertad,263.863,264.805,0.942,268.1
Francisco León,La Trinitaria,293.564,295.793,2.229,303.1
Francisco León,Larráinzar,177.039,180.007,2.968,208.1
Francisco León,Las Margaritas,295.413,297.674,2.261,308.2
Francisco León,Las Rosas,246.586,248.811,2.225,261.7
Francisco León,Mapastepec,380.908,382.746,1.838,321.4
Francisco León,Maravilla Tenejapa,420.911,424.625,3.714,430.1
Francisco León,Marqués de Comillas,484.4,485.639,1.239,468.7
Francisco León,Mazapa de Madero,422.589,426.507,3.917,436.6
Francisco León,Mazatán,481.164,483.107,1.943,400.9
Francisco León,Metapa,499.509,501.501,1.992,407.0
Francisco León,Montecristo de Guerrero,321.033,323.313,2.28,367.1
Francisco León,Motozintla,470.887,473.444,2.557,389.3
Francisco León,Nicolás Ruíz,218.783,220.515,1.732,245.1
Francisco León,Ocosingo,396.084,397.279,1.195,430.0
Francisco León,Ocotepec,106.804,108.228,1.424,149.9
Francisco León,Ocozocoautla de Espinosa,154.439,155.838,1.399,162.7
Francisco León,Ostuacán,35.445,36.231,0.786,68.0
Francisco León,Osumacinta,92.632,93.826,1.194,117.3
Francisco León,Oxchuc,245.855,248.218,2.364,260.1
Francisco León,Palenque,290.646,291.65,1.004,301.1
Francisco León,Pantelhó,200.958,203.939,2.981,262.7
Francisco León,Pantepec,110.777,112.711,1.934,136.9
Francisco León,Pichucalco,62.875,63.746,0.871,88.5
Francisco León,Pijijiapan,342.661,344.468,1.807,290.9
Francisco León,Pueblo Nuevo Solistahuacán,127.779,129.913,2.134,148.8
Francisco León,Rayón,107.461,109.344,1.883,129.3
Francisco León,Reforma,108.697,109.587,0.891,154.3
Francisco León,Rincón Chamula San Pedro,120.746,122.869,2.124,143.9
Francisco León,Sabanilla,156.417,158.343,1.926,200.1
Francisco León,Salto de Agua,218.43,219.456,1.026,239.9
Francisco León,San Andrés Duraznal,143.712,146.084,2.372,177.8
Francisco León,San Cristóbal de las Casas,190.864,192.874,2.01,207.4
Francisco León,San Fernando,116.133,117.656,1.523,150.0
Francisco León,San Juan Cancuc,249.69,252.461,2.771,286.6
Francisco León,San Lucas,208.015,210.255,2.241,245.2
Francisco León,Santiago el Pinar,172.611,175.207,2.596,251.2
Francisco León,Siltepec,371.182,376.308,5.126,418.6
Francisco León,Simojovel,189.506,192.362,2.856,250.4
Francisco León,Sitalá,284.002,287.389,3.387,323.0
Francisco León,Socoltenango,265.308,267.052,1.744,305.0
Francisco León,Solosuchiapa,74.998,76.335,1.337,109.6
Francisco León,Soyaló,108.399,110.011,1.612,144.5
Francisco León,Suchiapa,178.824,180.321,1.496,188.8
Francisco León,Suchiate,517.76,519.731,1.972,427.7
Francisco León,Sunuapa,68.19,69.093,0.903,107.5
Francisco León,Tapachula,473.997,475.95,1.953,391.7
Francisco León,Tapalapa,109.685,111.744,2.058,159.2
Francisco León,Tapilula,93.31,95.087,1.777,116.7
Francisco León,Tecpatán,43.27,43.983,0.712,64.9
Francisco León,Tenejapa,227.605,229.999,2.395,250.8
Francisco León,Teopisca,216.315,218.466,2.151,238.1
Francisco León,Tila,249.343,251.004,1.661,272.3
Francisco León,Tonalá,277.3,279.033,1.733,255.4
Francisco León,Totolapa,205.221,207.005,1.784,238.7
Francisco León,Tumbalá,255.847,257.453,1.605,266.1
Francisco León,Tuxtla Chico,494.072,496.059,1.987,403.3
Francisco León,Tuxtla Gutiérrez,129.431,130.947,1.516,156.0
Francisco León,Tuzantán,443.851,445.761,1.91,365.1
Francisco León,Tzimol,290.836,293.077,2.241,301.7
Francisco León,Unión Juárez,523.143,525.451,2.308,438.7
Francisco León,Venustiano Carranza,212.61,214.291,1.681,241.9
Francisco León,Villa Comaltitlán,429.032,430.908,1.876,355.9
Francisco León,Villa Corzo,242.779,244.48,1.701,272.8
Francisco León,Villaflores,197.911,199.338,1.428,222.6
Francisco León,Yajalón,213.723,216.423,2.7,282.7
Francisco León,Zinacantán,178.154,180.299,2.145,205.3
Francisco León,Ángel Albino Corzo,302.58,304.537,1.957,352.6
Frontera Comalapa,Acacoyagua,183.657,186.64,2.983,191.1
Frontera Comalapa,Acala,184.468,184.798,0.33,229.2
Frontera Comalapa,Acapetahua,181.019,183.846,2.827,188.3
Frontera Comalapa,Aldama,233.661,234.69,1.029,253.1
Frontera Comalapa,Altamirano,206.125,207.075,0.95,288.3
Frontera Comalapa,Amatenango de la Frontera,48.734,49.098,0.364,57.7
Frontera Comalapa,Amatenango del Valle,156.925,157.242,0.317,156.6
Frontera Comalapa,Amatán,347.332,350.635,3.302,387.3
Frontera Comalapa,Arriaga,335.986,338.927,2.941,281.8
Frontera Comalapa,Bejucal de Ocampo,57.154,58.022,0.867,72.8
Frontera Comalapa,Bella Vista,49.917,50.544,0.627,59.0
Frontera Comalapa,Benemérito de las Américas,306.309,308.946,2.638,315.6
Frontera Comalapa,Berriozábal,293.522,294.627,1.106,287.9
Frontera Comalapa,Bochil,286.337,287.684,1.347,280.3
Frontera Comalapa,Cacahoatán,150.657,156.946,6.289,188.8
Frontera Comalapa,Capitán Luis Ángel Vidal,142.305,147.236,4.931,188.6
Frontera Comalapa,Catazajá,444.424,446.474,2.05,425.8
Frontera Comalapa,Chalchihuitán,257.44,258.875,1.435,267.1
Frontera Comalapa,Chamula,215.484,216.164,0.679,220.7
Frontera Comalapa,Chanal,187.23,187.778,0.548,226.9
Frontera Comalapa,Chapultenango,422.397,425.886,3.489,417.3
Frontera Comalapa,Chenalhó,251.544,252.792,1.248,255.2
Frontera Comalapa,Chiapa de Corzo,199.163,199.496,0.333,239.6
Frontera Comalapa,Chiapilla,178.334,178.63,0.296,225.4
Frontera Comalapa,Chicoasén,317.181,318.862,1.681,311.1
Frontera Comalapa,Chicomuselo,86.153,86.719,0.567,109.0
Frontera Comalapa,Chilón,312.403,313.581,1.178,304.4
Frontera Comalapa,Cintalapa de Figueroa,331.811,332.883,1.072,303.9
Frontera Comalapa,Coapilla,343.32,345.205,1.885,344.1
Frontera Comalapa,Comitán de Domínguez,111.389,111.626,0.237,114.4
Frontera Comalapa,Copainalá,324.449,326.043,1.594,316.0
Frontera Comalapa,El Bosque,308.162,309.958,1.796,308.5
Frontera Comalapa,El Parral,204.486,204.938,0.452,247.6
Frontera Comalapa,El Porvenir,81.243,82.99,1.747,105.3
Frontera Comalapa,Emiliano Zapata,188.419,188.758,0.339,236.5
Frontera Comalapa,Escuintla,134.898,138.109,3.211,147.7
Frontera Comalapa,Francisco León,386.872,389.339,2.468,398.5
Frontera Comalapa,Frontera Hidalgo,202.541,205.417,2.876,199.6
Frontera Comalapa,Honduras de la Sierra,95.854,97.642,1.788,134.7
Frontera Comalapa,Huehuetán,150.663,153.467,2.803,154.2
Frontera Comalapa,Huitiupán,306.89,309.279,2.389,338.0
Frontera Comalapa,Huixtla,138.16,140.946,2.786,143.3
Frontera Comalapa,Huixtán,207.665,208.167,0.502,204.2
Frontera Comalapa,Ixhuatán,370.245,372.677,2.431,363.6
Frontera Comalapa,Ixtacomitán,402.863,406.082,3.22,388.6
Frontera Comalapa,Ixtapa,253.405,254.484,1.079,250.6
Frontera Comalapa,Ixtapangajoya,431.353,434.835,3.482,441.6
Frontera Comalapa,Jiquipilas,330.825,331.901,1.076,310.8
Frontera Comalapa,Jitotol,311.943,313.729,1.785,308.0
Frontera Comalapa,Juárez,465.326,466.975,1.649,430.9
Frontera Comalapa,La Concordia,125.875,126.174,0.299,164.0
Frontera Comalapa,La Grandeza,65.701,66.964,1.264,85.4
Frontera Comalapa,La Independencia,122.471,122.7,0.229,126.5
Frontera Comalapa,La Libertad,430.319,432.363,2.043,422.6
Frontera Comalapa,La Trinitaria,94.439,94.659,0.219,98.2
Frontera Comalapa,Larráinzar,243.541,244.716,1.175,272.3
Frontera Comalapa,Las Margaritas,129.735,129.992,0.258,134.9
Frontera Comalapa,Las Rosas,149.808,150.116,0.309,154.9
Frontera Comalapa,Mapastepec,198.375,201.226,2.851,189.5
Frontera Comalapa,Maravilla Tenejapa,197.41,199.739,2.329,227.0
Frontera Comalapa,Marqués de Comillas,292.895,295.566,2.671,315.7
Frontera Comalapa,Mazapa de Madero,75.493,77.022,1.53,92.1
Frontera Comalapa,Mazatán,173.087,175.906,2.819,176.3
Frontera Comalapa,Metapa,191.432,194.3,2.868,182.4
Frontera Comalapa,Montecristo de Guerrero,117.591,120.461,2.869,154.7
Frontera Comalapa,Motozintla,99.382,101.498,2.116,102.5
Frontera Comalapa,Nicolás Ruíz,152.26,152.579,0.319,195.7
Frontera Comalapa,Ocosingo,443.942,446.78,2.838,476.4
Frontera Comalapa,Ocotepec,367.101,369.221,2.12,379.9
Frontera Comalapa,Ocozocoautla de Espinosa,300.394,301.437,1.043,284.9
Frontera Comalapa,Ostuacán,410.758,412.476,1.718,370.8
Frontera Comalapa,Osumacinta,298.005,299.306,1.301,287.6
Frontera Comalapa,Oxchuc,233.767,234.439,0.672,231.1
Frontera Comalapa,Palenque,407.206,409.242,2.036,400.1
Frontera Comalapa,Pantelhó,273.764,275.723,1.959,296.6
Frontera Comalapa,Pantepec,355.239,357.527,2.288,348.2
Frontera Comalapa,Pichucalco,414.049,417.279,3.23,398.3
Frontera Comalapa,Pijijiapan,230.802,233.69,2.888,209.9
Frontera Comalapa,Pueblo Nuevo Solistahuacán,326.448,328.371,1.923,317.6
Frontera Comalapa,Rayón,346.116,348.291,2.174,335.1
Frontera Comalapa,Reforma,461.045,462.688,1.643,423.3
Frontera Comalapa,Rincón Chamula San Pedro,334.927,336.913,1.986,326.9
Frontera Comalapa,Sabanilla,338.184,341.299,3.115,385.7
Frontera Comalapa,Salto de Agua,380.08,381.952,1.872,376.6
Frontera Comalapa,San Andrés Duraznal,340.507,342.662,2.156,344.7
Frontera Comalapa,San Cristóbal de las Casas,199.505,199.956,0.45,197.3
Frontera Comalapa,San Fernando,282.749,283.814,1.066,277.7
Frontera Comalapa,San Juan Cancuc,256.037,257.073,1.036,273.3
Frontera Comalapa,San Lucas,191.706,192.109,0.404,247.8
Frontera Comalapa,Santiago el Pinar,237.093,238.169,1.076,261.5
Frontera Comalapa,Siltepec,82.434,83.749,1.315,109.1
Frontera Comalapa,Simojovel,298.833,301.128,2.295,329.7
Frontera Comalapa,Sitalá,284.038,285.635,1.597,306.9
Frontera Comalapa,Socoltenango,117.082,117.313,0.232,165.2
Frontera Comalapa,Solosuchiapa,392.452,395.695,3.244,388.3
Frontera Comalapa,Soyaló,278.873,280.179,1.306,281.2
Frontera Comalapa,Suchiapa,225.139,225.572,0.433,276.0
Frontera Comalapa,Suchiate,209.683,212.531,2.848,203.2
Frontera Comalapa,Sunuapa,452.63,454.567,1.937,420.3
Frontera Comalapa,Tapachula,165.92,168.749,2.829,167.1
Frontera Comalapa,Tapalapa,369.623,372.546,2.923,374.2
Frontera Comalapa,Tapilula,360.613,362.895,2.281,349.1
Frontera Comalapa,Tecpatán,377.238,378.953,1.715,345.9
Frontera Comalapa,Tenejapa,228.724,229.628,0.905,239.3
Frontera Comalapa,Teopisca,175.919,176.275,0.357,181.4
Frontera Comalapa,Tila,369.945,372.115,2.17,382.3
Frontera Comalapa,Tonalá,324.2,327.134,2.934,287.1
Frontera Comalapa,Totolapa,206.931,207.734,0.803,213.9
Frontera Comalapa,Tumbalá,351.11,352.88,1.77,357.9
Frontera Comalapa,Tuxtla Chico,185.995,188.859,2.864,178.7
Frontera Comalapa,Tuxtla Gutiérrez,259.373,260.314,0.941,247.9
Frontera Comalapa,Tuzantán,130.468,133.245,2.777,136.5
Frontera Comalapa,Tzimol,117.243,117.495,0.252,121.0
Frontera Comalapa,Unión Juárez,147.516,152.98,5.464,188.9
Frontera Comalapa,Venustiano Carranza,138.727,138.953,0.226,191.0
Frontera Comalapa,Villa Comaltitlán,157.137,159.943,2.807,161.6
Frontera Comalapa,Villa Corzo,212.669,213.277,0.608,274.9
Frontera Comalapa,Villaflores,232.31,232.692,0.382,273.9
Frontera Comalapa,Yajalón,327.103,328.392,1.289,326.6
Frontera Comalapa,Zinacantán,223.841,224.663,0.822,224.0
Frontera Comalapa,Ángel Albino Corzo,153.365,156.435,3.07,196.2
Frontera Hidalgo,Acacoyagua,124.666,124.977,0.311,124.4
Frontera Hidalgo,Acala,452.149,452.945,0.796,362.0
Frontera Hidalgo,Acapetahua,122.028,122.183,0.155,121.6
Frontera Hidalgo,Aldama,396.084,399.935,3.852,398.6
Frontera Hidalgo,Altamirano,368.548,372.32,3.772,433.8
Frontera Hidalgo,Amatenango de la Frontera,163.976,167.286,3.31,159.9
Frontera Hidalgo,Amatenango del Valle,319.348,322.487,3.14,302.1
Frontera Hidalgo,Amatán,585.563,588.852,3.289,503.1
Frontera Hidalgo,Arriaga,276.995,277.264,0.269,215.1
Frontera Hidalgo,Bejucal de Ocampo,162.397,166.01,3.614,179.1
Frontera Hidalgo,Bella Vista,197.1,200.537,3.437,190.9
Frontera Hidalgo,Benemérito de las Américas,468.731,474.191,5.46,461.1
Frontera Hidalgo,Berriozábal,398.432,399.21,0.778,319.8
Frontera Hidalgo,Bochil,480.365,481.657,1.292,379.8
Frontera Hidalgo,Cacahoatán,50.554,50.862,0.308,59.4
Frontera Hidalgo,Capitán Luis Ángel Vidal,228.155,239.251,11.096,274.7
Frontera Hidalgo,Catazajá,711.481,712.814,1.334,564.2
Frontera Hidalgo,Chalchihuitán,419.862,424.12,4.258,412.6
Frontera Hidalgo,Chamula,377.906,381.409,3.502,366.2
Frontera Hidalgo,Chanal,349.652,353.023,3.371,372.4
Frontera Hidalgo,Chapultenango,531.007,533.461,2.454,456.8
Frontera Hidalgo,Chenalhó,413.966,418.037,4.071,400.7
Frontera Hidalgo,Chiapa de Corzo,425.556,426.295,0.739,333.7
Frontera Hidalgo,Chiapilla,360.52,363.593,3.073,371.0
Frontera Hidalgo,Chicoasén,443.67,445.062,1.392,359.5
Frontera Hidalgo,Chicomuselo,233.335,236.713,3.378,240.9
Frontera Hidalgo,Chilón,474.825,478.826,4.001,449.9
Frontera Hidalgo,Cintalapa de Figueroa,341.34,341.897,0.557,271.1
Frontera Hidalgo,Coapilla,469.809,471.405,1.597,392.5
Frontera Hidalgo,Comitán de Domínguez,273.811,276.871,3.06,259.9
Frontera Hidalgo,Copainalá,450.938,452.243,1.305,364.4
Frontera Hidalgo,El Bosque,502.19,503.931,1.741,408.0
Frontera Hidalgo,El Parral,347.404,356.013,8.608,364.8
Frontera Hidalgo,El Porvenir,144.646,148.637,3.991,145.6
Frontera Hidalgo,Emiliano Zapata,444.105,444.894,0.789,358.1
Frontera Hidalgo,Escuintla,118.289,118.544,0.255,106.7
Frontera Hidalgo,Francisco León,510.851,512.839,1.988,426.6
Frontera Hidalgo,Frontera Comalapa,202.257,205.139,2.882,200.1
Frontera Hidalgo,Honduras de la Sierra,185.669,193.65,7.981,212.8
Frontera Hidalgo,Huehuetán,59.271,59.367,0.096,60.2
Frontera Hidalgo,Huitiupán,545.12,547.496,2.375,453.8
Frontera Hidalgo,Huixtla,79.001,79.119,0.118,76.2
Frontera Hidalgo,Huixtán,370.087,373.412,3.325,349.7
Frontera Hidalgo,Ixhuatán,564.274,566.65,2.377,463.1
Frontera Hidalgo,Ixtacomitán,575.819,577.667,1.849,478.4
Frontera Hidalgo,Ixtapa,447.433,448.458,1.025,350.1
Frontera Hidalgo,Ixtapangajoya,606.374,608.451,2.077,530.7
Frontera Hidalgo,Jiquipilas,346.269,346.839,0.571,277.9
Frontera Hidalgo,Jitotol,505.972,507.702,1.731,407.5
Frontera Hidalgo,Juárez,559.893,561.201,1.309,457.0
Frontera Hidalgo,La Concordia,273.058,276.167,3.11,295.9
Frontera Hidalgo,La Grandeza,165.751,170.613,4.862,169.3
Frontera Hidalgo,La Independencia,284.893,287.945,3.052,272.0
Frontera Hidalgo,La Libertad,592.741,597.608,4.866,568.1
Frontera Hidalgo,La Trinitaria,256.862,259.904,3.042,243.7
Frontera Hidalgo,Larráinzar,405.963,409.961,3.998,417.8
Frontera Hidalgo,Las Margaritas,292.157,295.237,3.081,280.4
Frontera Hidalgo,Las Rosas,312.23,315.361,3.132,300.4
Frontera Hidalgo,Mapastepec,139.384,139.562,0.178,122.8
Frontera Hidalgo,Maravilla Tenejapa,359.832,364.984,5.152,372.5
Frontera Hidalgo,Marqués de Comillas,455.317,460.811,5.494,461.2
Frontera Hidalgo,Mazapa de Madero,144.184,146.781,2.597,149.9
Frontera Hidalgo,Mazatán,61.333,61.421,0.088,65.3
Frontera Hidalgo,Metapa,11.749,11.759,0.01,19.0
Frontera Hidalgo,Montecristo de Guerrero,233.501,241.884,8.383,251.6
Frontera Hidalgo,Motozintla,102.912,103.677,0.765,97.6
Frontera Hidalgo,Nicolás Ruíz,334.446,337.542,3.096,341.3
Frontera Hidalgo,Ocosingo,606.364,612.025,5.66,621.9
Frontera Hidalgo,Ocotepec,493.59,495.422,1.832,428.3
Frontera Hidalgo,Ocozocoautla de Espinosa,366.726,367.419,0.694,290.3
Frontera Hidalgo,Ostuacán,505.324,506.702,1.377,396.8
Frontera Hidalgo,Osumacinta,424.494,425.506,1.012,336.0
Frontera Hidalgo,Oxchuc,396.189,399.684,3.495,376.6
Frontera Hidalgo,Palenque,569.628,574.487,4.859,545.6
Frontera Hidalgo,Pantelhó,436.186,440.968,4.781,442.1
Frontera Hidalgo,Pantepec,501.105,503.489,2.384,440.2
Frontera Hidalgo,Pichucalco,563.701,565.518,1.817,465.9
Frontera Hidalgo,Pijijiapan,171.811,172.027,0.216,143.2
Frontera Hidalgo,Pueblo Nuevo Solistahuacán,520.476,522.345,1.869,417.1
Frontera Hidalgo,Rayón,540.144,542.264,2.12,434.6
Frontera Hidalgo,Reforma,555.611,556.914,1.303,449.3
Frontera Hidalgo,Rincón Chamula San Pedro,528.956,530.887,1.931,426.4
Frontera Hidalgo,Sabanilla,576.414,579.515,3.101,501.5
Frontera Hidalgo,Salto de Agua,542.502,547.197,4.695,522.1
Frontera Hidalgo,San Andrés Duraznal,534.535,536.636,2.101,444.2
Frontera Hidalgo,San Cristóbal de las Casas,361.928,365.201,3.273,342.8
Frontera Hidalgo,San Fernando,409.238,410.015,0.777,326.1
Frontera Hidalgo,San Juan Cancuc,418.459,422.318,3.859,418.8
Frontera Hidalgo,San Lucas,373.892,377.072,3.181,393.4
Frontera Hidalgo,Santiago el Pinar,399.515,403.414,3.898,407.0
Frontera Hidalgo,Siltepec,168.547,173.827,5.281,173.8
Frontera Hidalgo,Simojovel,550.428,552.831,2.403,472.5
Frontera Hidalgo,Sitalá,446.46,450.88,4.42,452.4
Frontera Hidalgo,Socoltenango,299.267,302.276,3.008,310.8
Frontera Hidalgo,Solosuchiapa,586.48,589.669,3.189,487.8
Frontera Hidalgo,Soyaló,446.163,447.701,1.538,368.1
Frontera Hidalgo,Suchiapa,415.171,415.962,0.792,334.4
Frontera Hidalgo,Suchiate,27.433,27.45,0.017,32.8
Frontera Hidalgo,Sunuapa,547.197,548.794,1.597,446.3
Frontera Hidalgo,Tapachula,43.119,43.208,0.089,46.7
Frontera Hidalgo,Tapalapa,496.472,498.937,2.465,437.6
Frontera Hidalgo,Tapilula,554.641,556.868,2.227,448.6
Frontera Hidalgo,Tecpatán,471.805,473.18,1.375,371.9
Frontera Hidalgo,Tenejapa,391.146,394.873,3.728,384.8
Frontera Hidalgo,Teopisca,338.341,341.52,3.179,326.9
Frontera Hidalgo,Tila,532.368,537.36,4.993,527.8
Frontera Hidalgo,Tonalá,265.209,265.471,0.262,220.5
Frontera Hidalgo,Totolapa,369.353,372.979,3.626,359.4
Frontera Hidalgo,Tumbalá,513.532,518.125,4.593,503.4
Frontera Hidalgo,Tuxtla Chico,17.817,17.832,0.015,23.4
Frontera Hidalgo,Tuxtla Gutiérrez,400.832,401.533,0.7,306.7
Frontera Hidalgo,Tuzantán,73.869,73.982,0.113,72.2
Frontera Hidalgo,Tzimol,279.665,282.74,3.075,266.5
Frontera Hidalgo,Unión Juárez,55.914,56.254,0.34,65.1
Frontera Hidalgo,Venustiano Carranza,320.913,323.916,3.003,336.6
Frontera Hidalgo,Villa Comaltitlán,98.145,98.28,0.134,94.9
Frontera Hidalgo,Villa Corzo,409.494,410.691,1.197,354.7
Frontera Hidalgo,Villaflores,374.144,375.06,0.916,305.1
Frontera Hidalgo,Yajalón,489.525,493.637,4.112,472.1
Frontera Hidalgo,Zinacantán,448.093,449.404,1.311,355.8
Frontera Hidalgo,Ángel Albino Corzo,269.274,277.858,8.583,293.1
Honduras de la Sierra,Acacoyagua,167.185,175.273,8.088,203.7
Honduras de la Sierra,Acala,227.121,229.21,2.089,255.6
Honduras de la Sierra,Acapetahua,164.547,172.479,7.932,200.9
Honduras de la Sierra,Aldama,289.92,292.683,2.764,333.3
Honduras de la Sierra,Altamirano,262.384,265.068,2.684,368.5
Honduras de la Sierra,Amatenango de la Frontera,89.629,91.716,2.087,123.8
Honduras de la Sierra,Amatenango del Valle,213.184,215.235,2.052,236.8
Honduras de la Sierra,Amatán,393.17,397.812,4.643,436.0
Honduras de la Sierra,Arriaga,280.781,283.341,2.561,285.3
Honduras de la Sierra,Bejucal de Ocampo,77.106,80.132,3.026,106.3
Honduras de la Sierra,Bella Vista,72.984,76.955,3.971,105.4
Honduras de la Sierra,Benemérito de las Américas,362.567,366.939,4.373,395.8
Honduras de la Sierra,Berriozábal,259.719,261.957,2.238,294.9
Honduras de la Sierra,Bochil,287.972,290.618,2.646,312.7
Honduras de la Sierra,Cacahoatán,143.742,155.741,11.999,217.1
Honduras de la Sierra,Capitán Luis Ángel Vidal,43.861,47.083,3.222,72.3
Honduras de la Sierra,Catazajá,500.682,504.467,3.785,506.0
Honduras de la Sierra,Chalchihuitán,313.698,316.868,3.17,347.3
Honduras de la Sierra,Chamula,271.742,274.157,2.414,300.9
Honduras de la Sierra,Chanal,243.488,245.771,2.283,307.1
Honduras de la Sierra,Chapultenango,373.226,377.291,4.065,435.7
Honduras de la Sierra,Chenalhó,307.802,310.785,2.983,335.4
Honduras de la Sierra,Chiapa de Corzo,198.77,200.801,2.03,225.3
Honduras de la Sierra,Chiapilla,242.318,244.472,2.154,276.7
Honduras de la Sierra,Chicoasén,283.379,286.191,2.813,318.2
Honduras de la Sierra,Chicomuselo,86.313,88.453,2.14,124.9
Honduras de la Sierra,Chilón,368.661,371.575,2.913,384.6
Honduras de la Sierra,Cintalapa de Figueroa,280.288,282.572,2.284,302.9
Honduras de la Sierra,Coapilla,309.517,312.535,3.017,351.2
Honduras de la Sierra,Comitán de Domínguez,167.647,169.619,1.972,194.6
Honduras de la Sierra,Copainalá,290.647,293.372,2.726,323.0
Honduras de la Sierra,El Bosque,309.797,312.892,3.095,340.8
Honduras de la Sierra,El Parral,163.413,165.397,1.985,186.2
Honduras de la Sierra,El Porvenir,51.029,53.119,2.09,70.7
Honduras de la Sierra,Emiliano Zapata,219.077,221.159,2.082,251.6
Honduras de la Sierra,Escuintla,111.474,120.197,8.723,160.1
Honduras de la Sierra,Francisco León,353.069,356.669,3.6,405.6
Honduras de la Sierra,Frontera Comalapa,96.093,97.887,1.794,134.8
Honduras de la Sierra,Frontera Hidalgo,186.069,194.051,7.981,212.2
Honduras de la Sierra,Huehuetán,134.192,142.1,7.908,166.8
Honduras de la Sierra,Huitiupán,352.727,356.457,3.729,386.7
Honduras de la Sierra,Huixtla,121.688,129.579,7.891,155.9
Honduras de la Sierra,Huixtán,263.923,266.16,2.237,284.4
Honduras de la Sierra,Ixhuatán,371.88,375.611,3.731,395.9
Honduras de la Sierra,Ixtacomitán,404.498,409.017,4.519,421.0
Honduras de la Sierra,Ixtapa,255.04,257.419,2.379,283.0
Honduras de la Sierra,Ixtapangajoya,432.988,437.769,4.782,473.9
Honduras de la Sierra,Jiquipilas,236.796,238.805,2.009,284.6
Honduras de la Sierra,Jitotol,313.579,316.663,3.085,340.4
Honduras de la Sierra,Juárez,425.544,428.322,2.778,437.5
Honduras de la Sierra,La Concordia,125.002,126.851,1.849,146.5
Honduras de la Sierra,La Grandeza,72.357,75.319,2.961,94.7
Honduras de la Sierra,La Independencia,178.729,180.693,1.964,206.7
Honduras de la Sierra,La Libertad,486.577,490.356,3.778,502.8
Honduras de la Sierra,La Trinitaria,150.698,152.652,1.954,178.3
Honduras de la Sierra,Larráinzar,299.471,302.343,2.873,353.2
Honduras de la Sierra,Las Margaritas,185.993,187.986,1.993,215.0
Honduras de la Sierra,Las Rosas,206.066,208.11,2.044,235.1
Honduras de la Sierra,Mapastepec,181.903,189.859,7.956,202.1
Honduras de la Sierra,Maravilla Tenejapa,253.668,257.732,4.064,307.2
Honduras de la Sierra,Marqués de Comillas,349.153,353.559,4.406,395.9
Honduras de la Sierra,Mazapa de Madero,91.167,95.399,4.232,141.2
Honduras de la Sierra,Mazatán,156.616,164.54,7.924,188.9
Honduras de la Sierra,Metapa,174.96,182.933,7.973,195.0
Honduras de la Sierra,Montecristo de Guerrero,49.509,51.269,1.759,73.1
Honduras de la Sierra,Motozintla,82.91,90.131,7.221,115.1
Honduras de la Sierra,Nicolás Ruíz,228.282,230.29,2.008,276.0
Honduras de la Sierra,Ocosingo,500.2,504.773,4.572,556.6
Honduras de la Sierra,Ocotepec,333.299,336.551,3.252,386.9
Honduras de la Sierra,Ocozocoautla de Espinosa,252.349,254.323,1.974,282.7
Honduras de la Sierra,Ostuacán,370.976,373.823,2.847,377.3
Honduras de la Sierra,Osumacinta,264.202,266.636,2.433,294.6
Honduras de la Sierra,Oxchuc,290.025,292.433,2.407,311.3
Honduras de la Sierra,Palenque,463.464,467.235,3.771,480.3
Honduras de la Sierra,Pantelhó,330.022,333.716,3.693,376.8
Honduras de la Sierra,Pantepec,356.874,360.461,3.588,380.6
Honduras de la Sierra,Pichucalco,415.684,420.213,4.529,430.6
Honduras de la Sierra,Pijijiapan,214.33,222.324,7.993,222.5
Honduras de la Sierra,Pueblo Nuevo Solistahuacán,328.083,331.306,3.223,350.0
Honduras de la Sierra,Rayón,347.751,351.225,3.474,367.4
Honduras de la Sierra,Reforma,421.263,424.035,2.772,429.9
Honduras de la Sierra,Rincón Chamula San Pedro,336.562,339.848,3.285,359.2
Honduras de la Sierra,Sabanilla,384.021,388.476,4.455,434.4
Honduras de la Sierra,Salto de Agua,436.338,439.946,3.607,456.8
Honduras de la Sierra,San Andrés Duraznal,342.142,345.597,3.455,377.0
Honduras de la Sierra,San Cristóbal de las Casas,255.763,257.949,2.185,277.5
Honduras de la Sierra,San Fernando,248.946,251.144,2.198,284.7
Honduras de la Sierra,San Juan Cancuc,312.295,315.066,2.771,353.4
Honduras de la Sierra,San Lucas,253.386,255.637,2.251,296.4
Honduras de la Sierra,Santiago el Pinar,293.351,296.162,2.81,341.7
Honduras de la Sierra,Siltepec,27.203,28.031,0.827,43.2
Honduras de la Sierra,Simojovel,358.034,361.792,3.758,405.3
Honduras de la Sierra,Sitalá,340.296,343.628,3.332,387.1
Honduras de la Sierra,Socoltenango,193.103,195.024,1.92,245.4
Honduras de la Sierra,Solosuchiapa,394.086,398.63,4.543,420.7
